0.959523,0.122628,0.324955,0.527112,0.238346,0.226978,0.298454,0.281381,0.797771,0.75017,0.811111,0.969021,0.213548,0.200536,0.251163,0.531917,0.327458,0.39096,0.993223,0.835762,0.973448,0.50758,0.754352,0.772833,0.880546,0.667536,0.91691,0.706521,0.83816,0.52052,0.279458,0.906636,0.411687,0.536744,0.757409,0.956866,0.655173,0.313021,0.614457,0.361706,0.610818,0.303664,0.355909,0.859378,0.166584,0.265004,0.529642,0.815333,0.216247,0.949893,0.392982,0.210813,0.748167,0.817944,0.88775,0.499188,0.855605,0.24059,0.450369,0.166039,0.512561,0.823554,0.740229,0.106199,0.297918,0.224524,0.421244,0.921656,0.242828,0.75202,0.135355,0.301053,0.773483,0.798553,0.927737,0.414812,0.655908,0.909274,0.737743,0.931667,0.723188,0.564843,0.155599,0.945331,0.847946,0.248766,0.354299,0.974366,0.446428,0.808612,0.944676,0.722165,0.168933,0.213728,0.528235,0.688528,0.124287,0.101052,0.823691,0.483971
0.43031,0.448986,0.901752,0.101062,0.970433,0.860909,0.802634,0.962974,0.892548,0.532692,0.452712,0.768053,0.106825,0.200226,0.533387,0.129706,0.860931,0.329649,0.696404,0.413998,0.13527,0.97382,0.634891,0.629214,0.283441,0.253595,0.967979,0.717848,0.931799,0.841222,0.43409,0.868143,0.200919,0.212576,0.516095,0.213103,0.536936,0.91983,0.438366,0.916423,0.614088,0.297545,0.107235,0.490066,0.316127,0.123303,0.171219,0.415866,0.282839,0.777488,0.191559,0.312189,0.946621,0.608052,0.790799,0.127506,0.481296,0.91208,0.232818,0.53188,0.57698,0.101235,0.758206,0.678871,0.117509,0.533126,0.748088,0.135563,0.861769,0.613566,0.457282,0.360701,0.141048,0.96176,0.158739,0.150571,0.895717,0.95524,0.208605,0.412726,0.916366,0.357147,0.446303,0.907559,0.637757,0.238722,0.115131,0.488068,0.343712,0.24382,0.682085,0.545665,0.946424,0.392981,0.393639,0.145155,0.201493,0.581483,0.769452,0.700685
0.949359,0.786015,0.790381,0.556805,0.692595,0.220043,0.973229,0.280555,0.736414,0.864999,0.138103,0.655937,0.982298,0.337532,0.74693,0.341324,0.936227,0.177541,0.607122,0.614384,0.253655,0.779033,0.367682,0.703414,0.784944,0.461298,0.33643,0.161405,0.810995,0.813274,0.922277,0.939473,0.71887,0.452905,0.615188,0.936897,0.164905,0.501476,0.666276,0.634304,0.492675,0.153957,0.382901,0.602754,0.712234,0.8448,0.645436,0.428788,0.513759,0.406703,0.806617,0.55937,0.6019,0.312286,0.794499,0.836383,0.244333,0.976282,0.93159,0.324931,0.112482,0.686638,0.563864,0.334243,0.107849,0.360917,0.586737,0.887285,0.534756,0.532159,0.69749,0.56995,0.227965,0.697265,0.908798,0.804553,0.950954,0.762682,0.461144,0.472292,0.282489,0.639777,0.655353,0.865439,0.684723,0.537684,0.615474,0.841508,0.911082,0.924455,0.270781,0.986134,0.190122,0.974212,0.44952,0.407846,0.613514,0.497726,0.523746,0.955344
0.606095,0.415093,0.404658,0.215417,0.62319,0.730279,0.942721,0.195983,0.753262,0.330109,0.130427,0.228148,0.934228,0.58311,0.660052,0.848895,0.968888,0.814432,0.437518,0.814481,0.412894,0.796308,0.973969,0.910539,0.656388,0.111471,0.797915,0.804897,0.579228,0.77919,0.314677,0.851926,0.215514,0.712058,0.626676,0.82517,0.115195,0.586512,0.48579,0.125223,0.989125,0.145135,0.378421,0.983006,0.342943,0.523695,0.953559,0.644175,0.881514,0.864192,0.966682,0.998475,0.420964,0.48307,0.515996,0.563393,0.438529,0.254385,0.74088,0.577951,0.49505,0.370747,0.515466,0.409188,0.696774,0.700062,0.143422,0.147834,0.540081,0.603396,0.87131,0.237993,0.274935,0.709209,0.442266,0.715458,0.775217,0.735688,0.960813,0.365336,0.937941,0.551991,0.340695,0.882734,0.761435,0.665851,0.498507,0.674117,0.799607,0.102725,0.356303,0.566239,0.689293,0.596042,0.850665,0.815564,0.737932,0.433388,0.312821,0.397385
0.937203,0.523922,0.206689,0.725763,0.489838,0.984505,0.837499,0.561345,0.404731,0.106097,0.160312,0.587554,0.705561,0.344916,0.350482,0.909826,0.408012,0.260938,0.453116,0.529538,0.150896,0.456015,0.530118,0.21885,0.423726,0.882221,0.413437,0.174228,0.232437,0.879929,0.4214,0.840975,0.319966,0.721503,0.43059,0.118456,0.324333,0.567206,0.449942,0.865207,0.496623,0.989768,0.842952,0.664661,0.104102,0.658114,0.597304,0.709763,0.531766,0.856594,0.33411,0.148401,0.680435,0.413691,0.590103,0.558744,0.822031,0.21418,0.39398,0.48283,0.214124,0.177524,0.353336,0.70291,0.679717,0.577276,0.778122,0.140692,0.913882,0.704998,0.800821,0.547852,0.633256,0.523969,0.389298,0.157326,0.202421,0.401532,0.15695,0.924966,0.271931,0.201511,0.711563,0.378889,0.478098,0.136104,0.312435,0.618346,0.459719,0.651891,0.673636,0.830349,0.508928,0.666924,0.550452,0.348416,0.570327,0.168652,0.901295,0.470111
0.695999,0.961549,0.451145,0.974374,0.485285,0.128385,0.195846,0.879706,0.935363,0.265621,0.403593,0.260043,0.649448,0.986158,0.43023,0.191042,0.675646,0.321748,0.890825,0.258432,0.634339,0.449599,0.114072,0.351674,0.534159,0.395892,0.399098,0.326743,0.117272,0.409352,0.183132,0.227408,0.23434,0.466798,0.704619,0.148758,0.841997,0.225785,0.831299,0.8681,0.587513,0.552123,0.178492,0.131806,0.14429,0.905592,0.327218,0.121464,0.73316,0.417273,0.226987,0.516986,0.780759,0.861483,0.688319,0.410558,0.834616,0.595152,0.504602,0.528177,0.182937,0.899331,0.720639,0.332268,0.131905,0.746393,0.595531,0.36863,0.61081,0.723337,0.943392,0.339738,0.54287,0.892152,0.658375,0.787593,0.3589,0.769825,0.529433,0.298254,0.115294,0.450636,0.327645,0.423169,0.557077,0.915128,0.586777,0.47352,0.857413,0.580399,0.144469,0.445114,0.718477,0.623748,0.304607,0.52093,0.811697,0.871608,0.545794,0.900295
0.660085,0.622091,0.851428,0.859784,0.713572,0.649734,0.57534,0.302095,0.194435,0.293635,0.200085,0.169287,0.112591,0.746602,0.833923,0.786459,0.514988,0.709189,0.255596,0.393633,0.587943,0.328802,0.340324,0.105311,0.829926,0.123668,0.373665,0.796719,0.680645,0.281756,0.781166,0.491101,0.891128,0.146276,0.726448,0.674088,0.610537,0.806546,0.496337,0.601768,0.246476,0.572259,0.375898,0.206869,0.978237,0.841612,0.268453,0.166734,0.894229,0.43648,0.599049,0.83694,0.791858,0.291096,0.950287,0.950264,0.37032,0.22643,0.71276,0.303281,0.185713,0.488414,0.394821,0.979869,0.105526,0.267252,0.480091,0.357698,0.720851,0.260836,0.410442,0.976475,0.305977,0.183209,0.506661,0.439096,0.344852,0.720563,0.197046,0.962323,0.521049,0.308719,0.676715,0.481798,0.610098,0.976003,0.170847,0.220369,0.193213,0.416436,0.388285,0.279413,0.166484,0.769347,0.510094,0.507678,0.401415,0.687435,0.346707,0.673105
0.673497,0.583368,0.813317,0.261077,0.236414,0.373167,0.449661,0.505927,0.174994,0.121338,0.685428,0.691376,0.691551,0.142135,0.116841,0.443455,0.109946,0.707112,0.615582,0.993279,0.769308,0.777321,0.288927,0.524194,0.572944,0.860261,0.395917,0.963222,0.325761,0.955571,0.160265,0.361927,0.469687,0.866706,0.420374,0.375975,0.382744,0.714092,0.779327,0.683503,0.445115,0.436354,0.977472,0.892492,0.321247,0.74506,0.709379,0.68578,0.733986,0.199323,0.594213,0.30107,0.359813,0.893101,0.861014,0.390045,0.627406,0.799066,0.618134,0.188667,0.162488,0.856726,0.932409,0.272206,0.592289,0.900053,0.275046,0.499215,0.459962,0.888197,0.606905,0.463487,0.101896,0.819493,0.931218,0.369805,0.756104,0.460656,0.976481,0.960232,0.517426,0.970341,0.478773,0.74788,0.597764,0.644377,0.433611,0.711049,0.788293,0.787109,0.729814,0.192141,0.175415,0.325516,0.184917,0.820971,0.395888,0.264185,0.354665,0.629769
0.872125,0.86826,0.770772,0.792628,0.831464,0.483315,0.361622,0.915118,0.342766,0.196279,0.461963,0.397832,0.414994,0.38541,0.56959,0.303675,0.644318,0.233453,0.138362,0.12328,0.248876,0.989744,0.628659,0.214746,0.257531,0.536101,0.120263,0.702626,0.955711,0.312934,0.708451,0.398613,0.631356,0.150925,0.887316,0.964003,0.195417,0.767723,0.856377,0.286281,0.998132,0.514312,0.250847,0.214305,0.431547,0.74216,0.721467,0.745315,0.870638,0.59266,0.701152,0.874209,0.268302,0.28489,0.94434,0.807466,0.398728,0.31061,0.839841,0.71392,0.733193,0.115553,0.391346,0.400838,0.939725,0.408983,0.268323,0.648251,0.572913,0.560181,0.446832,0.411989,0.211918,0.609286,0.408266,0.11147,0.440116,0.282736,0.588755,0.154337,0.809121,0.107311,0.170529,0.330655,0.481969,0.491873,0.675642,0.71572,0.912635,0.481355,0.752075,0.945307,0.253164,0.105516,0.607813,0.228539,0.442663,0.551769,0.957868,0.831753
0.761492,0.931548,0.202152,0.99029,0.276148,0.793243,0.656793,0.188694,0.283708,0.727193,0.889747,0.253921,0.973014,0.404096,0.103642,0.664857,0.112444,0.539114,0.599871,0.107978,0.280695,0.746459,0.690514,0.125916,0.874283,0.78998,0.19352,0.863798,0.196871,0.121621,0.292626,0.101624,0.299663,0.129798,0.276766,0.995742,0.993597,0.515778,0.132737,0.878531,0.935987,0.589576,0.80564,0.552515,0.661984,0.24153,0.72662,0.659073,0.834551,0.36785,0.115761,0.374697,0.930586,0.499925,0.516331,0.220687,0.982617,0.66027,0.165926,0.564783,0.818081,0.246638,0.964584,0.948957,0.991986,0.675978,0.610403,0.317114,0.67521,0.253623,0.438777,0.164259,0.61064,0.643871,0.525764,0.277605,0.600323,0.589404,0.13521,0.494833,0.856195,0.146108,0.912187,0.511109,0.820474,0.549563,0.600046,0.326412,0.46837,0.306974,0.945034,0.758924,0.432234,0.193726,0.867024,0.669463,0.168071,0.933284,0.10815,0.567199
