0.491394,0.071501,0.240448,1.189918
0.164215,1.752066,0.063385,0.737170
0.305054,-1.302985,0.410370,0.822658
0.159607,-1.829481,0.547943,-0.568402
0.480316,0.856007,0.874939,-0.856664
0.164093,0.208832,0.232483,1.889718
0.654846,-0.283609,0.700134,-0.875372
0.542694,0.551407,0.833099,-0.958316
0.747253,-0.689432,0.429382,0.327696
0.267029,1.122344,0.128662,1.175220
0.839569,0.548043,0.061310,0.222220
0.107544,2.107976,0.009583,0.127072
0.155334,-0.119448,0.740143,-1.926157
0.686676,0.812086,0.943024,-0.303812
0.789825,0.251032,0.190460,0.639429
0.299835,1.026580,0.134979,1.164121
0.348175,-1.303839,0.427338,0.640394
0.910217,0.206449,0.171051,0.381475
0.148254,0.280763,0.772949,-1.933604
0.223511,-1.500584,0.416931,0.863041
0.144165,-0.473460,0.711334,-1.910348
0.249176,1.614932,0.960083,-0.413746
0.226563,-1.313856,0.612000,-1.115012
0.254120,-1.157813,0.373291,1.182949
0.056274,1.460275,0.854156,-1.903320
0.515259,1.001444,0.082184,0.568580
0.087524,-1.632288,0.382477,1.485702
0.777161,-0.526136,0.617188,-0.476862
0.936432,0.054898,0.225800,0.358250
0.821014,-0.615637,0.531677,-0.124177
0.752045,0.753464,0.009918,0.047015
0.051208,-0.264536,0.267303,2.423576
0.745056,0.766925,0.995758,-0.020446
0.505676,-0.015674,0.747864,-1.167678
0.531250,-0.514730,0.674347,-1.000049
0.196381,1.793881,0.982910,-0.193368
0.445618,-1.207584,0.449341,0.397905
0.186005,-1.783583,0.462555,0.427549
0.483398,-1.118770,0.439178,0.449646
0.307465,-1.091608,0.624176,-1.080363
0.024231,2.461755,0.929138,-1.174738
0.931946,0.174759,0.172943,0.332296
0.996002,-0.089459,0.505249,-0.002951
0.692261,-0.834454,0.537109,-0.198170
0.634064,-0.776845,0.401306,0.554728
0.567444,0.073018,0.239075,1.062024
0.492767,1.006359,0.089539,0.634569
0.234924,-1.658597,0.463959,0.382151
0.864929,-0.324305,0.647186,-0.430165
0.096405,-1.695935,0.606567,-1.342460
0.265808,1.469569,0.929230,-0.700234
0.884094,0.437714,0.078156,0.234071
0.137878,1.747452,0.079498,0.953509
0.253113,0.938316,0.154236,1.366530
0.432434,-1.095422,0.410492,0.690436
0.266357,1.000245,0.144592,1.282709
0.224579,0.697655,0.183868,1.581245
0.178406,-0.926610,0.666840,-1.608970
0.017395,-1.252489,0.322510,2.556250
0.424408,-0.441780,0.304779,1.232457
0.892029,-0.411054,0.585266,-0.244025
0.220215,-1.586303,0.432678,0.714106
0.159729,0.165063,0.236267,1.908221
0.680298,-0.874784,0.486908,0.072122
0.671936,-0.060312,0.739227,-0.889689
0.859314,-0.538270,0.466156,0.116219
0.444946,-1.270790,0.508575,-0.068538
0.623840,0.905822,0.941162,-0.351011
0.755310,0.007182,0.248474,0.749134
0.760345,-0.456094,0.355652,0.583046
0.362030,1.207837,0.910889,-0.757090
0.225861,1.393385,0.899658,-1.016933
0.012054,0.992864,0.804199,-2.801940
0.947357,-0.028970,0.735962,-0.327596
0.885345,0.366620,0.883270,-0.330370
0.076355,1.465655,0.861816,-1.731063
0.135376,0.031443,0.752502,-1.999602
0.104675,-1.603407,0.386108,1.393869
0.181824,-1.578463,0.413177,0.958065
0.747925,-0.761881,0.504395,-0.021042
0.911377,-0.096163,0.285828,0.419940
0.002716,3.281835,0.951904,-1.023086
0.442932,-1.236933,0.539581,-0.314124
0.284027,0.329500,0.216705,1.552031
0.613647,-0.057575,0.259277,0.986587
0.048767,-0.665094,0.293610,2.366231
0.841705,-0.583189,0.481689,0.067393
0.812134,-0.043139,0.260651,0.643676
0.522644,-0.768574,0.632141,-0.840835
0.962616,-0.266808,0.458710,0.070815
0.614746,-0.771342,0.392883,0.614917
0.282166,-1.492882,0.556122,-0.549388
0.570404,-1.035291,0.534180,-0.225819
0.577576,-0.192180,0.279358,1.029999
0.269318,-0.104906,0.739685,-1.616392
0.329681,1.253525,0.090851,0.804943
0.109924,2.025718,0.957153,-0.558919
0.766113,-0.603029,0.595276,-0.411348
0.915314,-0.144228,0.305695,0.395190
0.264282,1.568924,0.955811,-0.447162
0.809753,0.585835,0.071136,0.280800
0.490631,0.960155,0.101196,0.708681
0.722351,0.344975,0.820343,-0.729027
0.182648,1.843012,0.005249,0.060806
0.673584,0.447930,0.165955,0.767883
0.979309,0.086685,0.819672,-0.185207
0.501740,0.271368,0.212891,1.142676
0.207092,1.115236,0.141846,1.380373
0.184662,0.371713,0.217590,1.800080
0.026855,0.853503,0.198608,2.550707
0.413605,-1.326864,0.491425,0.071562
0.848663,0.082537,0.226990,0.566898
0.575378,0.922560,0.079620,0.504320
0.420258,0.663242,0.834015,-1.137491
0.798798,0.014265,0.246613,0.670143
0.495514,-0.885042,0.615784,-0.788049
0.221863,-0.531373,0.299530,1.651979
0.489594,0.493104,0.817688,-1.088673
0.135986,0.381820,0.780609,-1.960769
0.026154,-1.106257,0.317200,2.462465
0.163361,-1.768966,0.560211,-0.703100
0.783875,-0.174754,0.709717,-0.675628
0.123749,1.314660,0.861176,-1.565463
0.547699,0.201676,0.779419,-1.078604
0.746948,-0.017429,0.746368,-0.763685
0.871674,0.343544,0.136230,0.395801
0.887451,0.394839,0.100281,0.287933
0.259216,-0.505866,0.299805,1.563421
0.396912,-0.893465,0.635864,-1.024600
0.267120,1.620113,0.012146,0.123880
0.311432,1.475216,0.958252,-0.396091
0.439941,1.191239,0.060089,0.472417
0.509369,0.245141,0.216156,1.135373
0.480408,-0.926379,0.388641,0.779783
0.496002,-0.824419,0.372559,0.850108
0.562622,0.244812,0.786652,-1.044204
0.471710,-0.862997,0.625702,-0.870642
0.193848,1.618971,0.925964,-0.812588
0.339355,1.466171,0.011749,0.108434
0.531738,1.096142,0.035461,0.248356
0.807312,-0.121117,0.720367,-0.642978
0.562500,1.070993,0.990967,-0.060852
0.244751,0.948391,0.154388,1.384045
0.046875,1.978603,0.102478,1.485150
